country,city,state,name,address,joined,type_of_office,price,time_period
united-states,jackson,mississippi,triad-business-centers,"460 Briarwood Drive, Suite 400, Jackson, United States",June 2018,Membership: Hot Desk / Open Plan,USD 149.00 /month,1 Year
united-states,carmel,indiana,platform-24,"12400 N. Meridian St, Suite 150, Carmel, United States",June 2018,Membership: Private Office,USD 1000.00,1 Month
united-states,carmel,indiana,platform-24,"12400 N. Meridian St, Suite 150, Carmel, United States",June 2018,Membership: Hot Desk / Open Plan,USD 10.00,1 Day
united-states,carmel,indiana,platform-24,"12400 N. Meridian St, Suite 150, Carmel, United States",June 2018,Membership: Hot Desk / Open Plan,USD 75.00,1 Month
united-states,philmont,new-york,purpose-cooperative,"95 Main Street, Philmont, United States",June 2018,Membership: Dedicated Desk,USD 150.00,1 Month
united-states,philmont,new-york,purpose-cooperative,"95 Main Street, Philmont, United States",June 2018,Membership: Hot Desk / Open Plan,USD 25.00,1 Day
united-states,philmont,new-york,purpose-cooperative,"95 Main Street, Philmont, United States",June 2018,Membership: Hot Desk / Open Plan,USD 150.00,1 Month
united-states,canton,ohio,canton-work-space,"200 6th St. NW, Canton, United States",May 2018,Membership: Private Office,USD 400.00,1 Month
united-states,canton,ohio,canton-work-space,"200 6th St. NW, Canton, United States",May 2018,Membership: Private Office,USD 700.00,1 Month
united-states,canton,ohio,canton-work-space,"200 6th St. NW, Canton, United States",May 2018,Membership: Private Office,USD 350.00,1 Month
united-states,canton,ohio,canton-work-space,"200 6th St. NW, Canton, United States",May 2018,Membership: Dedicated Desk,USD 150.00,1 Month
united-states,canton,ohio,canton-work-space,"200 6th St. NW, Canton, United States",May 2018,Membership: Hot Desk / Open Plan,USD 15.00,1 Day
united-states,canton,ohio,canton-work-space,"200 6th St. NW, Canton, United States",May 2018,Membership: Hot Desk / Open Plan,USD 40.00,1 Week
united-states,canton,ohio,canton-work-space,"200 6th St. NW, Canton, United States",May 2018,Membership: Hot Desk / Open Plan,USD 75.00,1 Month
united-states,chattanooga,tennessee,e-spaces,"651 East 4th Street, Floor 2, Chattanooga, United States",August 2019,Membership: Private Office,USD 650.00,1 Month
united-states,chattanooga,tennessee,e-spaces,"651 East 4th Street, Floor 2, Chattanooga, United States",August 2019,Membership: Private Office,USD 600.00 /month,1 Year
united-states,chattanooga,tennessee,e-spaces,"651 East 4th Street, Floor 2, Chattanooga, United States",August 2019,Membership: Private Office,USD 650.00,1 Month
united-states,chattanooga,tennessee,e-spaces,"651 East 4th Street, Floor 2, Chattanooga, United States",August 2019,Membership: Private Office,USD 600.00 /month,1 Year
united-states,chattanooga,tennessee,e-spaces,"651 East 4th Street, Floor 2, Chattanooga, United States",August 2019,Membership: Private Office,USD 1200.00,1 Month
united-states,chattanooga,tennessee,e-spaces,"651 East 4th Street, Floor 2, Chattanooga, United States",August 2019,Membership: Private Office,USD 1100.00 /month,1 Year
united-states,chattanooga,tennessee,e-spaces,"651 East 4th Street, Floor 2, Chattanooga, United States",August 2019,Membership: Private Office,USD 650.00,1 Month
united-states,chattanooga,tennessee,e-spaces,"651 East 4th Street, Floor 2, Chattanooga, United States",August 2019,Membership: Private Office,USD 600.00 /month,1 Year
united-states,chattanooga,tennessee,e-spaces,"651 East 4th Street, Floor 2, Chattanooga, United States",August 2019,Membership: Private Office,USD 1200.00,1 Month
united-states,chattanooga,tennessee,e-spaces,"651 East 4th Street, Floor 2, Chattanooga, United States",August 2019,Membership: Private Office,USD 1100.00 /month,1 Year
united-states,chattanooga,tennessee,e-spaces,"651 East 4th Street, Floor 2, Chattanooga, United States",August 2019,Membership: Private Office,USD 1700.00,1 Month
united-states,chattanooga,tennessee,e-spaces,"651 East 4th Street, Floor 2, Chattanooga, United States",August 2019,Membership: Private Office,USD 1600.00 /month,1 Year
united-states,chattanooga,tennessee,e-spaces,"651 East 4th Street, Floor 2, Chattanooga, United States",August 2019,Membership: Dedicated Desk,USD 550.00,1 Month
united-states,chattanooga,tennessee,e-spaces,"651 East 4th Street, Floor 2, Chattanooga, United States",August 2019,Membership: Dedicated Desk,USD 500.00 /month,1 Year
united-states,chattanooga,tennessee,e-spaces,"651 East 4th Street, Floor 2, Chattanooga, United States",August 2019,Membership: Hot Desk / Open Plan,USD 25.00,1 Day
united-states,chattanooga,tennessee,e-spaces,"651 East 4th Street, Floor 2, Chattanooga, United States",August 2019,Membership: Hot Desk / Open Plan,USD 400.00,1 Month
united-states,alexandria,virginia,the-garden,"Suite C, 5380 Eisenhower Avenue, Alexandria, United States",December 2018,Membership: Private Office,USD 1900.00,1 Month
united-states,alexandria,virginia,the-garden,"Suite C, 5380 Eisenhower Avenue, Alexandria, United States",December 2018,Membership: Private Office,USD 3400.00,1 Month
united-states,alexandria,virginia,the-garden,"Suite C, 5380 Eisenhower Avenue, Alexandria, United States",December 2018,Membership: Dedicated Desk,USD 750.00,1 Month
united-states,alexandria,virginia,the-garden,"Suite C, 5380 Eisenhower Avenue, Alexandria, United States",December 2018,Membership: Hot Desk / Open Plan,USD 45.00,1 Day
united-states,alexandria,virginia,the-garden,"Suite C, 5380 Eisenhower Avenue, Alexandria, United States",December 2018,Membership: Hot Desk / Open Plan,USD 425.00,1 Month
united-states,westport,connecticut,havilande-whitcomb-design-llc,"6 Wilton Road, Westport, United States",June 2018,Membership: Dedicated Desk,USD 500.00,1 Month
united-states,westport,connecticut,havilande-whitcomb-design-llc,"6 Wilton Road, Westport, United States",June 2018,Membership: Dedicated Desk,USD 475.00 /month,3 Months
united-states,westport,connecticut,havilande-whitcomb-design-llc,"6 Wilton Road, Westport, United States",June 2018,Membership: Dedicated Desk,USD 465.00 /month,6 Months
united-states,westport,connecticut,havilande-whitcomb-design-llc,"6 Wilton Road, Westport, United States",June 2018,Membership: Dedicated Desk,USD 450.00 /month,1 Year
united-states,austin,texas,industrious-austin,"201 West 5th Street, Austin, United States",June 2018,Membership: Private Office,USD 882.00,1 Month
united-states,austin,texas,industrious-austin,"201 West 5th Street, Austin, United States",June 2018,Membership: Hot Desk / Open Plan,USD 495.00,1 Month
united-states,lake-city,minnesota,lake-city-business-center,"1215 North 7th Street, Lake City, United States",June 2018,Membership: Dedicated Desk,USD 350.00,1 Month
united-states,lake-city,minnesota,lake-city-business-center,"1215 North 7th Street, Lake City, United States",June 2018,Membership: Hot Desk / Open Plan,USD 10.00,1 Hour
united-states,lake-city,minnesota,lake-city-business-center,"1215 North 7th Street, Lake City, United States",June 2018,Membership: Hot Desk / Open Plan,USD 30.00,1 Day
united-states,lake-city,minnesota,lake-city-business-center,"1215 North 7th Street, Lake City, United States",June 2018,Membership: Hot Desk / Open Plan,USD 350.00,1 Month
united-states,denver,colorado,industrious-denver,"1801 California Street, Denver, United States",June 2018,Membership: Private Office,USD 725.00,1 Month
united-states,denver,colorado,industrious-denver,"1801 California Street, Denver, United States",June 2018,Membership: Hot Desk / Open Plan,USD 405.00,1 Month
united-states,madison,wisconsin,industrious-madison,"25 West Main Street, Madison, United States",June 2018,Membership: Private Office,USD 698.00,1 Month
united-states,madison,wisconsin,industrious-madison,"25 West Main Street, Madison, United States",June 2018,Membership: Hot Desk / Open Plan,USD 383.00,1 Month
united-states,dallas,texas,industrious-dallas,"1722 Routh Street, Dallas, United States",June 2018,Membership: Private Office,USD 833.00,1 Month
united-states,dallas,texas,industrious-dallas,"1722 Routh Street, Dallas, United States",June 2018,Membership: Hot Desk / Open Plan,USD 522.00,1 Month
united-states,atlanta,georgia,industrious-atlanta-buckhead,"309 East Paces Ferry Road Northeast, Atlanta, United States",June 2018,Membership: Private Office,USD 680.00,1 Month
united-states,atlanta,georgia,industrious-atlanta-buckhead,"309 East Paces Ferry Road Northeast, Atlanta, United States",June 2018,Membership: Hot Desk / Open Plan,USD 405.00,1 Month
united-states,charlotte,north-carolina,industrious-charlotte,"101 S Tryon St, 27th Floor, Charlotte, United States",June 2018,Membership: Private Office,USD 603.00,1 Month
united-states,charlotte,north-carolina,industrious-charlotte,"101 S Tryon St, 27th Floor, Charlotte, United States",June 2018,Membership: Hot Desk / Open Plan,USD 401.00,1 Month
united-states,los-angeles,california,industrious-downtown-los-angeles,"600 Wilshire Boulevard, Los Angeles, United States",June 2018,Membership: Private Office,USD 590.00,1 Month
united-states,los-angeles,california,industrious-downtown-los-angeles,"600 Wilshire Boulevard, Los Angeles, United States",June 2018,Membership: Hot Desk / Open Plan,USD 378.00,1 Month
united-states,nashville,tennessee,industrious-nashville-gulch,"1033 Demonbreun Street, Nashville, United States",June 2018,Membership: Private Office,USD 752.00,1 Month
united-states,nashville,tennessee,industrious-nashville-gulch,"1033 Demonbreun Street, Nashville, United States",June 2018,Membership: Hot Desk / Open Plan,USD 513.00,1 Month
united-states,seattle,washington,industrious-seattle,"2033 6th Avenue, Seattle, United States",June 2018,Membership: Private Office,USD 819.00,1 Month
united-states,seattle,washington,industrious-seattle,"2033 6th Avenue, Seattle, United States",June 2018,Membership: Hot Desk / Open Plan,USD 450.00,1 Month
united-states,washington,washington-dc,industrious-washington-dc,"One Thomas Circle Northwest, Washington, United States",June 2018,Membership: Private Office,USD 783.00,1 Month
united-states,washington,washington-dc,industrious-washington-dc,"One Thomas Circle Northwest, Washington, United States",June 2018,Membership: Hot Desk / Open Plan,USD 450.00,1 Month
united-states,indianapolis,indiana,industrious-indianapolis,"350 Massachusetts Avenue, Indianapolis, United States",June 2018,Membership: Private Office,USD 702.00,1 Month
united-states,indianapolis,indiana,industrious-indianapolis,"350 Massachusetts Avenue, Indianapolis, United States",June 2018,Membership: Hot Desk / Open Plan,USD 383.00,1 Month
united-states,columbus,ohio,serendipity-labs-columbus-short-north,"886 North High Street, Columbus, United States",May 2018,Membership: Private Office,USD 699.00,1 Month
united-states,columbus,ohio,serendipity-labs-columbus-short-north,"886 North High Street, Columbus, United States",May 2018,Membership: Private Office,USD 999.00,1 Month
united-states,columbus,ohio,serendipity-labs-columbus-short-north,"886 North High Street, Columbus, United States",May 2018,Membership: Dedicated Desk,USD 399.00,1 Month
united-states,columbus,ohio,serendipity-labs-columbus-short-north,"886 North High Street, Columbus, United States",May 2018,Membership: Hot Desk / Open Plan,USD 29.00,1 Day
united-states,columbus,ohio,serendipity-labs-columbus-short-north,"886 North High Street, Columbus, United States",May 2018,Membership: Hot Desk / Open Plan,USD 249.00,1 Month
united-states,atlanta,georgia,industrious-midtown,"1447 Peachtree Street Northwest, Atlanta, United States",June 2018,Membership: Private Office,USD 761.00,1 Month
united-states,atlanta,georgia,industrious-midtown,"1447 Peachtree Street Northwest, Atlanta, United States",June 2018,Membership: Hot Desk / Open Plan,USD 396.00,1 Month
united-states,atlanta,georgia,industrious-atlanta-west-midtown,"976 Brady Avenue Northwest, Atlanta, United States",June 2018,Membership: Private Office,USD 756.00,1 Month
united-states,atlanta,georgia,industrious-atlanta-west-midtown,"976 Brady Avenue Northwest, Atlanta, United States",June 2018,Membership: Hot Desk / Open Plan,USD 405.00,1 Month
united-states,west-hollywood,california,industrious-west-hollywood,"9255 Sunset Boulevard, West Hollywood, United States",June 2018,Membership: Private Office,USD 1125.00,1 Month
united-states,west-hollywood,california,industrious-west-hollywood,"9255 Sunset Boulevard, West Hollywood, United States",June 2018,Membership: Hot Desk / Open Plan,USD 495.00,1 Month
united-states,tampa,florida,industrious-tampa,"401 East Jackson Street, Tampa, United States",June 2018,Membership: Private Office,USD 756.00,1 Month
united-states,tampa,florida,industrious-tampa,"401 East Jackson Street, Tampa, United States",June 2018,Membership: Hot Desk / Open Plan,USD 383.00,1 Month
united-states,chicago,illinois,industrious-chicago-fulton-market,"171 North Aberdeen Street, Chicago, United States",June 2018,Membership: Private Office,USD 842.00,1 Month
united-states,chicago,illinois,industrious-chicago-fulton-market,"171 North Aberdeen Street, Chicago, United States",June 2018,Membership: Hot Desk / Open Plan,USD 383.00,1 Month
united-states,ely,minnesota,ten-below-coworking,"8 North Central Avenue, Ely, United States",June 2018,Membership: Hot Desk / Open Plan,USD 15.00,1 Day
united-states,ely,minnesota,ten-below-coworking,"8 North Central Avenue, Ely, United States",June 2018,Membership: Hot Desk / Open Plan,USD 50.00,1 Week
united-states,ely,minnesota,ten-below-coworking,"8 North Central Avenue, Ely, United States",June 2018,Membership: Hot Desk / Open Plan,USD 175.00,1 Month
united-states,boston,massachusetts,industrious-boston-seaport,"22 Boston Wharf Rd., 7th Floor, Boston, United States",June 2018,Membership: Private Office,USD 1247.00,1 Month
united-states,boston,massachusetts,industrious-boston-seaport,"22 Boston Wharf Rd., 7th Floor, Boston, United States",June 2018,Membership: Hot Desk / Open Plan,USD 540.00,1 Month
united-states,orlando,florida,industrious-orlando,"300 South Orange Avenue, Orlando, United States",June 2018,Membership: Private Office,USD 540.00,1 Month
united-states,orlando,florida,industrious-orlando,"300 South Orange Avenue, Orlando, United States",June 2018,Membership: Hot Desk / Open Plan,USD 360.00,1 Month
united-states,minneapolis,minnesota,industrious-minneapolis-north-loop,"323 North Washington Avenue, Minneapolis, United States",June 2018,Membership: Private Office,USD 869.00,1 Month
united-states,minneapolis,minnesota,industrious-minneapolis-north-loop,"323 North Washington Avenue, Minneapolis, United States",June 2018,Membership: Hot Desk / Open Plan,USD 495.00,1 Month
united-states,nashville,tennessee,industrious-nasvhville-downtown,"414 Union Street, Nashville, United States",June 2018,Membership: Private Office,USD 648.00,1 Month
united-states,nashville,tennessee,industrious-nasvhville-downtown,"414 Union Street, Nashville, United States",June 2018,Membership: Hot Desk / Open Plan,USD 405.00,1 Month
united-states,atlanta,georgia,industrious-atlanta-perimeter,"7000 Central Parkway, Atlanta, United States",June 2018,Membership: Private Office,USD 527.00,1 Month
united-states,atlanta,georgia,industrious-atlanta-perimeter,"7000 Central Parkway, Atlanta, United States",June 2018,Membership: Hot Desk / Open Plan,USD 360.00,1 Month
united-states,los-angeles,california,industrious-los-angeles-century-city,"1925 Century Park East, Los Angeles, United States",June 2018,Membership: Private Office,USD 554.00,1 Month
united-states,los-angeles,california,industrious-los-angeles-century-city,"1925 Century Park East, Los Angeles, United States",June 2018,Membership: Hot Desk / Open Plan,USD 468.00,1 Month
united-states,boulder,colorado,industrious-boulder,"1919 14th Street, Boulder, United States",June 2018,Membership: Private Office,USD 846.00,1 Month
united-states,boulder,colorado,industrious-boulder,"1919 14th Street, Boulder, United States",June 2018,Membership: Hot Desk / Open Plan,USD 450.00,1 Month
united-states,evanston,illinois,industrious-evanston,"909 Davis Street, Evanston, United States",June 2018,Membership: Private Office,USD 662.00,1 Month
united-states,evanston,illinois,industrious-evanston,"909 Davis Street, Evanston, United States",June 2018,Membership: Hot Desk / Open Plan,USD 405.00,1 Month
united-states,portland,oregon,industrious-portland,"Suite 1000, 811 Southwest 6th Avenue, Portland, United States",June 2018,Membership: Private Office,USD 740.00,1 Month
united-states,portland,oregon,industrious-portland,"Suite 1000, 811 Southwest 6th Avenue, Portland, United States",June 2018,Membership: Hot Desk / Open Plan,USD 430.00,1 Month
united-states,scottsdale,arizona,industrious-scottsdale-old-town,"4250 North Drinkwater Boulevard, Scottsdale, United States",June 2018,Membership: Private Office,USD 612.00,1 Month
united-states,scottsdale,arizona,industrious-scottsdale-old-town,"4250 North Drinkwater Boulevard, Scottsdale, United States",June 2018,Membership: Hot Desk / Open Plan,USD 369.00,1 Month
united-states,bethesda,maryland,industrious-bethesda,"7200 Wisconsin Avenue, Bethesda, United States",June 2018,Membership: Private Office,USD 770.00,1 Month
united-states,bethesda,maryland,industrious-bethesda,"7200 Wisconsin Avenue, Bethesda, United States",June 2018,Membership: Hot Desk / Open Plan,USD 500.00,1 Month
united-states,irvine,california,industrious-irvine,"Suite 300 , 3333 Michelson Drive, Irvine, United States",June 2018,Membership: Private Office,USD 806.00,1 Month
united-states,irvine,california,industrious-irvine,"Suite 300 , 3333 Michelson Drive, Irvine, United States",June 2018,Membership: Hot Desk / Open Plan,USD 414.00,1 Month
united-states,miami,florida,sandhouse-miami,"Suite 201, 820 west 41st, Miami Beach, Miami, United States",June 2018,Membership: Private Office,USD 1000.00,1 Month
united-states,miami,florida,sandhouse-miami,"Suite 201, 820 west 41st, Miami Beach, Miami, United States",June 2018,Membership: Private Office,USD 2500.00,1 Month
united-states,miami,florida,sandhouse-miami,"Suite 201, 820 west 41st, Miami Beach, Miami, United States",June 2018,Membership: Dedicated Desk,USD 250.00,1 Month
united-states,boston,massachusetts,industrious-boston-back-bay,"Suite 1000, 855 Boylston Street, Boston, United States",June 2018,Membership: Private Office,USD 1283.00,1 Month
united-states,boston,massachusetts,industrious-boston-back-bay,"Suite 1000, 855 Boylston Street, Boston, United States",June 2018,Membership: Hot Desk / Open Plan,USD 653.00,1 Month
united-states,plano,texas,industrious-plano,"Suite 400 Plano, 7250 Dallas Parkway, Plano, United States",June 2018,Membership: Private Office,USD 780.00,1 Month
united-states,plano,texas,industrious-plano,"Suite 400 Plano, 7250 Dallas Parkway, Plano, United States",June 2018,Membership: Hot Desk / Open Plan,USD 430.00,1 Month
united-states,houston,texas,cubic-cowork,"1310 Rayford Park Road, Spring, Houston, United States",June 2018,Membership: Private Office,USD 750.00,1 Month
united-states,houston,texas,cubic-cowork,"1310 Rayford Park Road, Spring, Houston, United States",June 2018,Membership: Private Office,USD 750.00,1 Month
united-states,houston,texas,cubic-cowork,"1310 Rayford Park Road, Spring, Houston, United States",June 2018,Membership: Dedicated Desk,USD 750.00,1 Month
united-states,houston,texas,cubic-cowork,"1310 Rayford Park Road, Spring, Houston, United States",June 2018,Membership: Hot Desk / Open Plan,USD 35.00,1 Day
united-states,houston,texas,cubic-cowork,"1310 Rayford Park Road, Spring, Houston, United States",June 2018,Membership: Hot Desk / Open Plan,USD 249.00,1 Month
united-states,saint-paul,minnesota,work-it-coworking,"635 Fairview Avenue North, Saint Paul, United States",June 2018,Membership: Private Office,USD 700.00,1 Month
united-states,saint-paul,minnesota,work-it-coworking,"635 Fairview Avenue North, Saint Paul, United States",June 2018,Membership: Dedicated Desk,USD 350.00,1 Month
united-states,saint-paul,minnesota,work-it-coworking,"635 Fairview Avenue North, Saint Paul, United States",June 2018,Membership: Hot Desk / Open Plan,USD 40.00,1 Day
united-states,saint-paul,minnesota,work-it-coworking,"635 Fairview Avenue North, Saint Paul, United States",June 2018,Membership: Hot Desk / Open Plan,USD 220.00,1 Month
united-states,houston,texas,techspace-houston,"2101 CityWest Blvd., Ground Floor, Houston, United States",August 2018,Membership: Hot Desk / Open Plan,USD 25.00,1 Day
united-states,houston,texas,techspace-houston,"2101 CityWest Blvd., Ground Floor, Houston, United States",August 2018,Membership: Hot Desk / Open Plan,USD 250.00,1 Month
united-states,nyc,new-york,coalition-space-grand-central,"535 5th Avenue, NYC, United States",February 2019,Membership: Private Office,USD 1100.00,1 Month
united-states,nyc,new-york,coalition-space-grand-central,"535 5th Avenue, NYC, United States",February 2019,Membership: Private Office,USD 1067.00 /month,6 Months
united-states,nyc,new-york,coalition-space-grand-central,"535 5th Avenue, NYC, United States",February 2019,Membership: Private Office,USD 1045.00 /month,1 Year
united-states,nyc,new-york,coalition-space-grand-central,"535 5th Avenue, NYC, United States",February 2019,Membership: Dedicated Desk,USD 500.00,1 Month
united-states,chicago,illinois,domino,"1765 North Elston Avenue, Chicago, United States",June 2018,Membership: Dedicated Desk,USD 275.00,1 Month
united-states,marietta,georgia,fireworks-coworking,"531 Roselane Street Northwest, Suite 400, Marietta, United States",October 2018,Membership: Private Office,USD 599.00,1 Month
united-states,marietta,georgia,fireworks-coworking,"531 Roselane Street Northwest, Suite 400, Marietta, United States",October 2018,Membership: Private Office,USD 749.00,1 Month
united-states,marietta,georgia,fireworks-coworking,"531 Roselane Street Northwest, Suite 400, Marietta, United States",October 2018,Membership: Private Office,USD 1049.00,1 Month
united-states,marietta,georgia,fireworks-coworking,"531 Roselane Street Northwest, Suite 400, Marietta, United States",October 2018,Membership: Dedicated Desk,USD 399.00,1 Month
united-states,marietta,georgia,fireworks-coworking,"531 Roselane Street Northwest, Suite 400, Marietta, United States",October 2018,Membership: Hot Desk / Open Plan,USD 20.00,1 Day
united-states,marietta,georgia,fireworks-coworking,"531 Roselane Street Northwest, Suite 400, Marietta, United States",October 2018,Membership: Hot Desk / Open Plan,USD 199.00,1 Month
united-states,chicago,illinois,coalition-space-east-loop,"18 South Michigan Avenue, Chicago, United States",February 2019,Membership: Dedicated Desk,USD 450.00,1 Month
united-states,chicago,illinois,coalition-space-east-loop,"18 South Michigan Avenue, Chicago, United States",February 2019,Membership: Hot Desk / Open Plan,USD 35.00,1 Day
united-states,costa-mesa,california,techspace-costa-mesa,"3420 Bristol Street, Costa Mesa, United States",July 2018,Membership: Private Office,USD 850.00,1 Month
united-states,costa-mesa,california,techspace-costa-mesa,"3420 Bristol Street, Costa Mesa, United States",July 2018,Membership: Private Office,USD 1250.00,1 Month
united-states,costa-mesa,california,techspace-costa-mesa,"3420 Bristol Street, Costa Mesa, United States",July 2018,Membership: Private Office,USD 2050.00,1 Month
united-states,costa-mesa,california,techspace-costa-mesa,"3420 Bristol Street, Costa Mesa, United States",July 2018,Membership: Hot Desk / Open Plan,USD 250.00,1 Month
united-states,san-francisco,california,techspace-union-square,"77 Geary Street, San Francisco, United States",July 2018,Membership: Private Office,USD 1800.00,1 Month
united-states,san-francisco,california,techspace-union-square,"77 Geary Street, San Francisco, United States",July 2018,Membership: Private Office,USD 2150.00,1 Month
united-states,san-francisco,california,techspace-union-square,"77 Geary Street, San Francisco, United States",July 2018,Membership: Private Office,USD 4000.00,1 Month
united-states,san-francisco,california,techspace-union-square,"77 Geary Street, San Francisco, United States",July 2018,Membership: Hot Desk / Open Plan,USD 300.00,1 Month
united-states,arlington,washington-dc,techspace-ballston,"4075 Wilson Blvd., 8th Floor, Arlington, United States",July 2018,Membership: Private Office,USD 600.00,1 Month
united-states,arlington,washington-dc,techspace-ballston,"4075 Wilson Blvd., 8th Floor, Arlington, United States",July 2018,Membership: Private Office,USD 850.00,1 Month
united-states,arlington,washington-dc,techspace-ballston,"4075 Wilson Blvd., 8th Floor, Arlington, United States",July 2018,Membership: Hot Desk / Open Plan,USD 25.00,1 Day
united-states,arlington,washington-dc,techspace-ballston,"4075 Wilson Blvd., 8th Floor, Arlington, United States",July 2018,Membership: Hot Desk / Open Plan,USD 250.00,1 Month
united-states,aliso-viejo,california,techspace-aliso-viejo,"65 Enterprise, Aliso Viejo, United States",July 2018,Membership: Private Office,USD 450.00,1 Month
united-states,aliso-viejo,california,techspace-aliso-viejo,"65 Enterprise, Aliso Viejo, United States",July 2018,Membership: Private Office,USD 650.00,1 Month
united-states,aliso-viejo,california,techspace-aliso-viejo,"65 Enterprise, Aliso Viejo, United States",July 2018,Membership: Hot Desk / Open Plan,USD 250.00,1 Month
united-states,bethesda,maryland,launch-workplaces,"6900 Wisconsin Avenue, Suite 200, Bethesda, United States",September 2019,Membership: Private Office,USD 800.00,1 Month
united-states,bethesda,maryland,launch-workplaces,"6900 Wisconsin Avenue, Suite 200, Bethesda, United States",September 2019,Membership: Dedicated Desk,USD 425.00,1 Month
united-states,bethesda,maryland,launch-workplaces,"6900 Wisconsin Avenue, Suite 200, Bethesda, United States",September 2019,Membership: Hot Desk / Open Plan,USD 20.00,1 Day
united-states,bethesda,maryland,launch-workplaces,"6900 Wisconsin Avenue, Suite 200, Bethesda, United States",September 2019,Membership: Hot Desk / Open Plan,USD 200.00,1 Month
united-states,concord,north-carolina,hb5,"42 Union Street South, Concord, United States",July 2018,Membership: Private Office,USD 400.00,1 Month
united-states,concord,north-carolina,hb5,"42 Union Street South, Concord, United States",July 2018,Membership: Private Office,USD 600.00,1 Month
united-states,concord,north-carolina,hb5,"42 Union Street South, Concord, United States",July 2018,Membership: Dedicated Desk,USD 125.00,1 Month
united-states,concord,north-carolina,hb5,"42 Union Street South, Concord, United States",July 2018,Membership: Hot Desk / Open Plan,USD 20.00,1 Day
united-states,concord,north-carolina,hb5,"42 Union Street South, Concord, United States",July 2018,Membership: Hot Desk / Open Plan,USD 150.00,1 Month
united-states,modesto,california,nine3one,"931 10th Street, Modesto, United States",July 2018,Membership: Private Office,USD 450.00,1 Month
united-states,modesto,california,nine3one,"931 10th Street, Modesto, United States",July 2018,Membership: Dedicated Desk,USD 450.00,1 Month
united-states,modesto,california,nine3one,"931 10th Street, Modesto, United States",July 2018,Membership: Hot Desk / Open Plan,USD 20.00,1 Day
united-states,modesto,california,nine3one,"931 10th Street, Modesto, United States",July 2018,Membership: Hot Desk / Open Plan,USD 200.00,1 Month
united-states,fremont,california,crossover-hub,"42514 Albrae Street, Fremont, United States",June 2018,Membership: Private Office,USD 1600.00,1 Month
united-states,fremont,california,crossover-hub,"42514 Albrae Street, Fremont, United States",June 2018,Membership: Private Office,USD 1350.00 /month,3 Months
united-states,fremont,california,crossover-hub,"42514 Albrae Street, Fremont, United States",June 2018,Membership: Dedicated Desk,USD 350.00,1 Month
united-states,fremont,california,crossover-hub,"42514 Albrae Street, Fremont, United States",June 2018,Membership: Dedicated Desk,USD 200.00 /month,3 Months
united-states,fremont,california,crossover-hub,"42514 Albrae Street, Fremont, United States",June 2018,Membership: Hot Desk / Open Plan,USD 10.00,1 Hour
united-states,fremont,california,crossover-hub,"42514 Albrae Street, Fremont, United States",June 2018,Membership: Hot Desk / Open Plan,USD 30.00,1 Day
united-states,fremont,california,crossover-hub,"42514 Albrae Street, Fremont, United States",June 2018,Membership: Hot Desk / Open Plan,USD 100.00,1 Week
united-states,fremont,california,crossover-hub,"42514 Albrae Street, Fremont, United States",June 2018,Membership: Hot Desk / Open Plan,USD 150.00,1 Month
united-states,fremont,california,crossover-hub,"42514 Albrae Street, Fremont, United States",June 2018,Membership: Hot Desk / Open Plan,USD 100.00 /month,3 Months
united-states,san-diego,california,spaces-co-working,"4660 La Jolla Village Drive, San Diego, United States",July 2018,Membership: Private Office,USD 749.00,1 Month
united-states,san-diego,california,spaces-co-working,"4660 La Jolla Village Drive, San Diego, United States",July 2018,Membership: Private Office,USD 711.55 /month,6 Months
united-states,san-diego,california,spaces-co-working,"4660 La Jolla Village Drive, San Diego, United States",July 2018,Membership: Private Office,USD 674.10 /month,1 Year
united-states,san-diego,california,spaces-co-working,"4660 La Jolla Village Drive, San Diego, United States",July 2018,Membership: Private Office,USD 674.10 /month,18 Months
united-states,san-diego,california,spaces-co-working,"4660 La Jolla Village Drive, San Diego, United States",July 2018,Membership: Private Office,USD 636.65 /month,2 Years
united-states,san-diego,california,spaces-co-working,"4660 La Jolla Village Drive, San Diego, United States",July 2018,Membership: Private Office,USD 1255.00,1 Month
united-states,san-diego,california,spaces-co-working,"4660 La Jolla Village Drive, San Diego, United States",July 2018,Membership: Private Office,USD 1192.25 /month,6 Months
united-states,san-diego,california,spaces-co-working,"4660 La Jolla Village Drive, San Diego, United States",July 2018,Membership: Private Office,USD 1129.50 /month,1 Year
united-states,san-diego,california,spaces-co-working,"4660 La Jolla Village Drive, San Diego, United States",July 2018,Membership: Private Office,USD 1129.50 /month,18 Months
united-states,san-diego,california,spaces-co-working,"4660 La Jolla Village Drive, San Diego, United States",July 2018,Membership: Private Office,USD 1066.75 /month,2 Years
united-states,san-diego,california,spaces-co-working,"4660 La Jolla Village Drive, San Diego, United States",July 2018,Membership: Private Office,USD 1499.00,1 Month
united-states,san-diego,california,spaces-co-working,"4660 La Jolla Village Drive, San Diego, United States",July 2018,Membership: Private Office,USD 1424.05 /month,6 Months
united-states,san-diego,california,spaces-co-working,"4660 La Jolla Village Drive, San Diego, United States",July 2018,Membership: Private Office,USD 1349.10 /month,1 Year
united-states,san-diego,california,spaces-co-working,"4660 La Jolla Village Drive, San Diego, United States",July 2018,Membership: Private Office,USD 1349.10 /month,18 Months
