country,city,state,name,address,joined,type_of_office,price,time_period
united-states,san-diego,california,spaces-co-working,"4660 La Jolla Village Drive, San Diego, United States",July 2018,Membership: Private Office,USD 1274.15 /month,2 Years
united-states,san-diego,california,spaces-co-working,"4660 La Jolla Village Drive, San Diego, United States",July 2018,Membership: Private Office,USD 7462.00,1 Month
united-states,san-diego,california,spaces-co-working,"4660 La Jolla Village Drive, San Diego, United States",July 2018,Membership: Private Office,USD 7088.90 /month,6 Months
united-states,san-diego,california,spaces-co-working,"4660 La Jolla Village Drive, San Diego, United States",July 2018,Membership: Private Office,USD 6715.80 /month,1 Year
united-states,san-diego,california,spaces-co-working,"4660 La Jolla Village Drive, San Diego, United States",July 2018,Membership: Private Office,USD 6715.80 /month,18 Months
united-states,san-diego,california,spaces-co-working,"4660 La Jolla Village Drive, San Diego, United States",July 2018,Membership: Private Office,USD 6342.70 /month,2 Years
united-states,san-diego,california,spaces-co-working,"4660 La Jolla Village Drive, San Diego, United States",July 2018,Membership: Private Office,USD 2222.00,1 Month
united-states,san-diego,california,spaces-co-working,"4660 La Jolla Village Drive, San Diego, United States",July 2018,Membership: Private Office,USD 2110.90 /month,6 Months
united-states,san-diego,california,spaces-co-working,"4660 La Jolla Village Drive, San Diego, United States",July 2018,Membership: Private Office,USD 1999.80 /month,1 Year
united-states,san-diego,california,spaces-co-working,"4660 La Jolla Village Drive, San Diego, United States",July 2018,Membership: Private Office,USD 1999.80 /month,18 Months
united-states,san-diego,california,spaces-co-working,"4660 La Jolla Village Drive, San Diego, United States",July 2018,Membership: Private Office,USD 1888.70 /month,2 Years
united-states,san-diego,california,spaces-co-working,"4660 La Jolla Village Drive, San Diego, United States",July 2018,Membership: Dedicated Desk,USD 644.00,1 Month
united-states,san-diego,california,spaces-co-working,"4660 La Jolla Village Drive, San Diego, United States",July 2018,Membership: Dedicated Desk,USD 611.80 /month,6 Months
united-states,san-diego,california,spaces-co-working,"4660 La Jolla Village Drive, San Diego, United States",July 2018,Membership: Dedicated Desk,USD 579.60 /month,1 Year
united-states,san-diego,california,spaces-co-working,"4660 La Jolla Village Drive, San Diego, United States",July 2018,Membership: Hot Desk / Open Plan,USD 25.00,1 Hour
united-states,san-diego,california,spaces-co-working,"4660 La Jolla Village Drive, San Diego, United States",July 2018,Membership: Hot Desk / Open Plan,USD 139.00,1 Day
united-states,san-diego,california,spaces-co-working,"4660 La Jolla Village Drive, San Diego, United States",July 2018,Membership: Hot Desk / Open Plan,USD 301.00,1 Month
united-states,san-diego,california,spaces-co-working,"4660 La Jolla Village Drive, San Diego, United States",July 2018,Membership: Hot Desk / Open Plan,USD 285.95 /month,6 Months
united-states,san-diego,california,spaces-co-working,"4660 La Jolla Village Drive, San Diego, United States",July 2018,Membership: Hot Desk / Open Plan,USD 270.90 /month,1 Year
united-states,nyc,new-york,techspace-union-square,"41 East 11th Street, NYC, United States",July 2018,Membership: Hot Desk / Open Plan,USD 35.00,1 Day
united-states,nyc,new-york,techspace-union-square,"41 East 11th Street, NYC, United States",July 2018,Membership: Hot Desk / Open Plan,USD 350.00,1 Month
united-states,lewisville,texas,vuestra,"614 South Edmonds Lane, Lewisville, United States",July 2018,Membership: Hot Desk / Open Plan,USD 10.00,1 Hour
united-states,lewisville,texas,vuestra,"614 South Edmonds Lane, Lewisville, United States",July 2018,Membership: Hot Desk / Open Plan,USD 20.00,1 Day
united-states,lewisville,texas,vuestra,"614 South Edmonds Lane, Lewisville, United States",July 2018,Membership: Hot Desk / Open Plan,USD 90.00,1 Week
united-states,lewisville,texas,vuestra,"614 South Edmonds Lane, Lewisville, United States",July 2018,Membership: Hot Desk / Open Plan,USD 250.00,1 Month
united-states,lewisville,texas,vuestra,"614 South Edmonds Lane, Lewisville, United States",July 2018,Membership: Hot Desk / Open Plan,USD 242.50 /month,3 Months
united-states,lewisville,texas,vuestra,"614 South Edmonds Lane, Lewisville, United States",July 2018,Membership: Hot Desk / Open Plan,USD 235.00 /month,6 Months
united-states,lewisville,texas,vuestra,"614 South Edmonds Lane, Lewisville, United States",July 2018,Membership: Hot Desk / Open Plan,USD 212.50 /month,1 Year
united-states,roseville,california,the-studio-downtown-roseville,"224 Vernon Street, Suite 210, Roseville, United States",July 2018,Membership: Private Office,USD 1000.00,1 Month
united-states,roseville,california,the-studio-downtown-roseville,"224 Vernon Street, Suite 210, Roseville, United States",July 2018,Membership: Private Office,USD 500.00,1 Month
united-states,roseville,california,the-studio-downtown-roseville,"224 Vernon Street, Suite 210, Roseville, United States",July 2018,Membership: Private Office,USD 2000.00,1 Month
united-states,roseville,california,the-studio-downtown-roseville,"224 Vernon Street, Suite 210, Roseville, United States",July 2018,Membership: Dedicated Desk,USD 400.00,1 Month
united-states,roseville,california,the-studio-downtown-roseville,"224 Vernon Street, Suite 210, Roseville, United States",July 2018,Membership: Hot Desk / Open Plan,USD 200.00,1 Month
united-states,miami,florida,space-called-tribe-coworking-and-urban-innovation-lab,"937 Northwest 3rd Avenue, Miami, United States",July 2018,Membership: Dedicated Desk,USD 500.00,1 Month
united-states,miami,florida,space-called-tribe-coworking-and-urban-innovation-lab,"937 Northwest 3rd Avenue, Miami, United States",July 2018,Membership: Hot Desk / Open Plan,USD 250.00,1 Month
united-states,atlanta,georgia,wework-terminus,"3280 Peachtree Road Northeast, Atlanta, United States",July 2018,Membership: Private Office,USD 680.00,1 Month
united-states,atlanta,georgia,wework-terminus,"3280 Peachtree Road Northeast, Atlanta, United States",July 2018,Membership: Private Office,USD 940.00,1 Month
united-states,atlanta,georgia,wework-terminus,"3280 Peachtree Road Northeast, Atlanta, United States",July 2018,Membership: Private Office,USD 1420.00,1 Month
united-states,atlanta,georgia,wework-terminus,"3280 Peachtree Road Northeast, Atlanta, United States",July 2018,Membership: Private Office,USD 1750.00,1 Month
united-states,atlanta,georgia,wework-terminus,"3280 Peachtree Road Northeast, Atlanta, United States",July 2018,Membership: Private Office,USD 2350.00,1 Month
united-states,atlanta,georgia,wework-terminus,"3280 Peachtree Road Northeast, Atlanta, United States",July 2018,Membership: Private Office,USD 2450.00,1 Month
united-states,atlanta,georgia,wework-terminus,"3280 Peachtree Road Northeast, Atlanta, United States",July 2018,Membership: Private Office,USD 3250.00,1 Month
united-states,atlanta,georgia,wework-terminus,"3280 Peachtree Road Northeast, Atlanta, United States",July 2018,Membership: Private Office,USD 3250.00,1 Month
united-states,atlanta,georgia,wework-terminus,"3280 Peachtree Road Northeast, Atlanta, United States",July 2018,Membership: Private Office,USD 11500.00,1 Month
united-states,atlanta,georgia,wework-terminus,"3280 Peachtree Road Northeast, Atlanta, United States",July 2018,Membership: Private Office,USD 680.00,1 Month
united-states,atlanta,georgia,wework-terminus,"3280 Peachtree Road Northeast, Atlanta, United States",July 2018,Membership: Hot Desk / Open Plan,USD 250.00,1 Month
united-states,chicago,illinois,wework-grant-park,"332 South Michigan Avenue, Chicago, United States",July 2018,Membership: Private Office,USD 750.00,1 Month
united-states,chicago,illinois,wework-grant-park,"332 South Michigan Avenue, Chicago, United States",July 2018,Membership: Private Office,USD 1000.00,1 Month
united-states,chicago,illinois,wework-grant-park,"332 South Michigan Avenue, Chicago, United States",July 2018,Membership: Private Office,USD 1410.00,1 Month
united-states,chicago,illinois,wework-grant-park,"332 South Michigan Avenue, Chicago, United States",July 2018,Membership: Private Office,USD 1750.00,1 Month
united-states,chicago,illinois,wework-grant-park,"332 South Michigan Avenue, Chicago, United States",July 2018,Membership: Private Office,USD 2150.00,1 Month
united-states,chicago,illinois,wework-grant-park,"332 South Michigan Avenue, Chicago, United States",July 2018,Membership: Private Office,USD 2400.00,1 Month
united-states,chicago,illinois,wework-grant-park,"332 South Michigan Avenue, Chicago, United States",July 2018,Membership: Private Office,USD 2950.00,1 Month
united-states,chicago,illinois,wework-grant-park,"332 South Michigan Avenue, Chicago, United States",July 2018,Membership: Private Office,USD 3450.00,1 Month
united-states,chicago,illinois,wework-grant-park,"332 South Michigan Avenue, Chicago, United States",July 2018,Membership: Private Office,USD 3850.00,1 Month
united-states,chicago,illinois,wework-grant-park,"332 South Michigan Avenue, Chicago, United States",July 2018,Membership: Private Office,USD 4300.00,1 Month
united-states,nyc,new-york,ditmas-unites,"1609 Cortelyou Road, Flatbush - Ditmas Park, Brooklyn, NYC, United States",July 2018,Membership: Hot Desk / Open Plan,USD 150.00,1 Month
united-states,chicago,illinois,wework-kinzie,"20 West Kinzie Street, Chicago, United States",July 2018,Membership: Private Office,USD 750.00,1 Month
united-states,chicago,illinois,wework-kinzie,"20 West Kinzie Street, Chicago, United States",July 2018,Membership: Private Office,USD 1300.00,1 Month
united-states,chicago,illinois,wework-kinzie,"20 West Kinzie Street, Chicago, United States",July 2018,Membership: Private Office,USD 1890.00,1 Month
united-states,chicago,illinois,wework-kinzie,"20 West Kinzie Street, Chicago, United States",July 2018,Membership: Private Office,USD 2050.00,1 Month
united-states,chicago,illinois,wework-kinzie,"20 West Kinzie Street, Chicago, United States",July 2018,Membership: Private Office,USD 2500.00,1 Month
united-states,chicago,illinois,wework-kinzie,"20 West Kinzie Street, Chicago, United States",July 2018,Membership: Private Office,USD 2500.00,1 Month
united-states,chicago,illinois,wework-kinzie,"20 West Kinzie Street, Chicago, United States",July 2018,Membership: Private Office,USD 4300.00,1 Month
united-states,chicago,illinois,wework-kinzie,"20 West Kinzie Street, Chicago, United States",July 2018,Membership: Private Office,USD 4800.00,1 Month
united-states,chicago,illinois,wework-kinzie,"20 West Kinzie Street, Chicago, United States",July 2018,Membership: Dedicated Desk,USD 520.00,1 Month
united-states,chicago,illinois,wework-kinzie,"20 West Kinzie Street, Chicago, United States",July 2018,Membership: Hot Desk / Open Plan,USD 430.00,1 Month
united-states,atlanta,georgia,wework-tower-place,"3340 Peachtree Road, Atlanta, United States",July 2018,Membership: Private Office,USD 510.00,1 Month
united-states,atlanta,georgia,wework-tower-place,"3340 Peachtree Road, Atlanta, United States",July 2018,Membership: Private Office,USD 700.00,1 Month
united-states,atlanta,georgia,wework-tower-place,"3340 Peachtree Road, Atlanta, United States",July 2018,Membership: Private Office,USD 1200.00,1 Month
united-states,atlanta,georgia,wework-tower-place,"3340 Peachtree Road, Atlanta, United States",July 2018,Membership: Private Office,USD 1850.00,1 Month
united-states,atlanta,georgia,wework-tower-place,"3340 Peachtree Road, Atlanta, United States",July 2018,Membership: Private Office,USD 2350.00,1 Month
united-states,atlanta,georgia,wework-tower-place,"3340 Peachtree Road, Atlanta, United States",July 2018,Membership: Private Office,USD 2600.00,1 Month
united-states,atlanta,georgia,wework-tower-place,"3340 Peachtree Road, Atlanta, United States",July 2018,Membership: Private Office,USD 2800.00,1 Month
united-states,atlanta,georgia,wework-tower-place,"3340 Peachtree Road, Atlanta, United States",July 2018,Membership: Private Office,USD 2700.00,1 Month
united-states,atlanta,georgia,wework-tower-place,"3340 Peachtree Road, Atlanta, United States",July 2018,Membership: Private Office,USD 3400.00,1 Month
united-states,atlanta,georgia,wework-tower-place,"3340 Peachtree Road, Atlanta, United States",July 2018,Membership: Private Office,USD 3900.00,1 Month
united-states,atlanta,georgia,wework-tower-place,"3340 Peachtree Road, Atlanta, United States",July 2018,Membership: Private Office,USD 9050.00,1 Month
united-states,atlanta,georgia,wework-tower-place,"3340 Peachtree Road, Atlanta, United States",July 2018,Membership: Dedicated Desk,USD 350.00,1 Month
united-states,atlanta,georgia,wework-tower-place,"3340 Peachtree Road, Atlanta, United States",July 2018,Membership: Hot Desk / Open Plan,USD 220.00,1 Month
united-states,fenton,missouri,thehive44-coworking-space,"1710-1730 Fenpark Dr, Fenton, United States",July 2018,Membership: Private Office,USD 200.00,1 Month
united-states,austin,texas,wework-west-6th,"221 West 6th Street, Austin, United States",July 2018,Membership: Private Office,USD 1050.00,1 Month
united-states,austin,texas,wework-west-6th,"221 West 6th Street, Austin, United States",July 2018,Membership: Private Office,USD 1410.00,1 Month
united-states,austin,texas,wework-west-6th,"221 West 6th Street, Austin, United States",July 2018,Membership: Private Office,USD 2060.00,1 Month
united-states,austin,texas,wework-west-6th,"221 West 6th Street, Austin, United States",July 2018,Membership: Private Office,USD 2550.00,1 Month
